,id,Tweet,j_user,created_at,entities,followers_user,FC,RT,trending_topic
"0,1046429145914384386,Desde el #FCJumilla damos nuestra más sincera enhorabuena a dos enormes deportistas de la Región   🥇@alejanvalverde… https://t.co/XqLolr5sfl,""{'id': 2664945430, 'id_str': '2664945430', 'name': 'Fútbol Club Jumilla', 'screen_name': 'FCJumilla', 'location': 'Jumilla, España', 'description': 'Perfil Oficial del Fútbol Club Jumilla.\nSegunda División B / Grupo IV @RFEF', 'url': 'https://t.co/VYPxc3mFj6', 'entities': {'url': {'urls': [{'url': 'https://t.co/VYPxc3mFj6', 'expanded_url': 'http://www.futbolclubjumilla.es', 'display_url': 'futbolclubjumilla.es', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 7162, 'friends_count': 334, 'listed_count': 92, 'created_at': 'Wed Jul 02 19:09:45 +0000 2014', 'favourites_count': 2804, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 8466, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1056155073703800832/zOE33Uob_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1056155073703800832/zOE33Uob_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2664945430/1538918974', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"",2018-09-30 15:58:44,""{'hashtags': [{'text': 'FCJumilla', 'indices': [9, 19]}], 'symbols': [], 'user_mentions': [{'screen_name': 'alejanvalverde', 'name': 'alejandro valverde', 'id': 248879448, 'id_str': '248879448', 'indices': [100, 115]}], 'urls': [{'url': 'https://t.co/XqLolr5sfl', 'expanded_url': 'https://twitter.com/i/web/status/1046429145914384386', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"",7162,18,4,0.0"
