,RT_l10,sd_RT,FC_l10,sd_FC,id,followers_count,friends_count,listed_count,favourites_count,statuses_count,class_fc,class_rt
0,2.4,3.9293765408777004,15.5,32.022648235272484,756431.0,19645.0,949.0,662.0,12334.0,55829.0,0.0,0.0
1,0.2,0.6000000000000001,0.8,0.9797958971132712,1622441.0,4221.0,281.0,340.0,587.0,13650.0,0.0,0.0
2,17.9,13.626811806141596,37.2,40.93116172306865,1770311.0,1133925.0,1.0,9745.0,16.0,65228.0,1.0,1.0
3,0.4,0.4898979485566356,1.7,3.7960505792204615,2107671.0,5386.0,3861.0,304.0,15325.0,85493.0,0.0,0.0
4,2.3,5.21632054229799,3.4,6.545227268781428,3127331.0,1072.0,433.0,101.0,899.0,19893.0,0.0,0.0
5,8.4,16.805951326836574,76.1,127.66867274315966,4869021.0,24075.0,100.0,96.0,20991.0,10496.0,1.0,0.0
6,0.1,0.30000000000000004,0.4,0.4898979485566357,5254511.0,1100.0,210.0,132.0,522.0,4563.0,0.0,0.0
7,20.7,52.43100227918593,49.7,98.77757842749537,5380442.0,17967.0,657.0,330.0,10178.0,56196.0,1.0,0.0
8,1.0,1.7888543819998317,3.8,5.2497618993626745,5793762.0,7468.0,798.0,232.0,16528.0,64528.0,0.0,0.0
9,1.5,1.857417562100671,14.1,21.21532464988457,6709582.0,3587.0,1465.0,273.0,8470.0,12345.0,0.0,0.0
10,329.4,506.54362102389564,1558.3,2046.5078084385605,6809022.0,3594301.0,2112.0,13013.0,550.0,13232.0,2.0,3.0
11,1.2,1.8867962264113207,5.4,9.624967532412773,7139182.0,10377.0,1905.0,1181.0,9276.0,92970.0,0.0,0.0
12,0.0,0.0,0.2,0.4000000000000001,7936982.0,13357.0,1803.0,275.0,8677.0,9004.0,0.0,0.0
13,239.3,231.19733995009545,259.3,257.8992245044564,7996082.0,6709457.0,776.0,55889.0,1471.0,444405.0,1.0,2.0
14,8.5,6.5,35.8,25.549168283918753,7996522.0,2436212.0,749.0,12100.0,10282.0,284848.0,1.0,1.0
15,0.6,0.916515138991168,2.1,1.8681541692269408,8302582.0,9333.0,2292.0,644.0,2723.0,39649.0,0.0,0.0
16,9.5,6.453681120105021,16.1,11.246777316191515,8310642.0,13579.0,4940.0,333.0,249.0,61404.0,1.0,1.0
17,0.3,0.6403124237432849,1.3,2.3685438564654024,8932752.0,282.0,1343.0,5.0,4356.0,1479.0,0.0,0.0
18,95.2,250.18625062141206,107.9,276.28335092799205,9706822.0,352208.0,148.0,3080.0,475.0,153572.0,0.0,0.0
19,0.0,0.0,0.9,0.5385164807134504,10361342.0,34592.0,940.0,1044.0,30842.0,59393.0,0.0,0.0
20,0.6,1.2806248474865698,4.2,7.110555533852471,10637592.0,7093.0,923.0,240.0,167124.0,202600.0,0.0,0.0
21,0.2,0.4000000000000001,1.1,1.3747727084867518,10939322.0,2401.0,1362.0,137.0,6845.0,17777.0,0.0,0.0
22,0.2,0.6000000000000001,1.9,1.4456832294800959,10967182.0,5891.0,1425.0,360.0,9282.0,39082.0,0.0,0.0
23,9.7,7.9,23.8,16.648123017325407,11761292.0,881921.0,19.0,10223.0,28.0,48762.0,1.0,1.0
24,246.5,441.46738271360437,489.7,867.909678480428,11904592.0,1029023.0,1182.0,6302.0,442.0,56493.0,3.0,4.0
25,0.0,0.0,0.2,0.4000000000000001,12362582.0,6787.0,536.0,332.0,50708.0,149361.0,0.0,0.0
26,0.2,0.6000000000000001,0.4,0.916515138991168,12479062.0,9469.0,1034.0,379.0,16498.0,51678.0,0.0,0.0
27,1.9,3.3,2.5,2.5,12835712.0,6861.0,4931.0,601.0,21307.0,63362.0,0.0,0.0
28,531.4,1351.029548159477,1511.4,3573.4456257231623,13426312.0,3374886.0,833.0,15659.0,3955.0,26924.0,2.0,2.0
29,0.1,0.30000000000000004,4.1,8.443340571124677,14104488.0,5379.0,397.0,152.0,9751.0,67519.0,0.0,0.0
30,0.2,0.4000000000000001,2.5,3.442382895611701,14206520.0,297.0,190.0,9.0,6257.0,28572.0,0.0,0.0
31,2.3,2.6476404589747453,3.0,5.882176467941099,14225088.0,113841.0,495.0,1366.0,955.0,187978.0,0.0,0.0
32,86.6,144.0494359586319,600.6,1047.5448630011033,14306573.0,2468641.0,305.0,9504.0,154.0,16559.0,2.0,0.0
33,24.7,27.162658190979762,23.8,13.219682295728592,14436030.0,3186588.0,1355.0,29562.0,2724.0,208172.0,1.0,0.0
34,209.3,194.57443305840567,224.5,196.39513741434638,14436317.0,902086.0,5423.0,11977.0,3132.0,71827.0,2.0,3.0
35,1.2,1.3266499161421599,4.4,3.3823069050575527,14549442.0,14182.0,1340.0,871.0,4588.0,90393.0,0.0,0.0
36,3.3,2.1,5.6,3.5832945734337835,14662589.0,21468.0,3938.0,869.0,2532.0,11370.0,0.0,0.0
37,0.0,0.0,0.1,0.30000000000000004,14671522.0,394.0,354.0,24.0,4970.0,4955.0,0.0,0.0
38,44.5,55.726564580996744,333.3,245.10081599211372,14727959.0,5653626.0,75.0,10750.0,27.0,88754.0,2.0,2.0
39,367.4,264.42095227118443,3130.6,2015.4632817295385,14872237.0,31061333.0,55.0,41924.0,23.0,64131.0,4.0,4.0
40,0.2,0.6000000000000001,2.0,2.1447610589527217,14922303.0,520.0,449.0,89.0,4568.0,11901.0,0.0,0.0
41,16.6,11.137324633860683,79.2,38.47024824458506,15095537.0,4873950.0,1569.0,21518.0,1317.0,321837.0,1.0,1.0
42,0.0,0.0,0.2,0.4000000000000001,15287119.0,466977.0,219.0,1356.0,2665.0,43296.0,0.0,0.0
43,112.5,110.26173406944042,206.6,165.5023866897393,15648827.0,8347446.0,723.0,31244.0,3894.0,156539.0,1.0,1.0
44,10.6,14.381933110677435,51.3,52.25332525304011,15748165.0,2423628.0,981.0,10984.0,1884.0,299791.0,1.0,1.0
45,1.8,2.3579652245103198,3.2,3.340658617698013,15890358.0,15241.0,2246.0,676.0,4746.0,44560.0,0.0,0.0
46,33.5,48.771405556944934,82.4,96.00437490031379,16080129.0,1009388.0,1771.0,4851.0,68.0,29597.0,1.0,2.0
47,0.4,0.6633249580710799,0.9,0.5385164807134504,16084042.0,1621.0,126.0,71.0,96.0,1204.0,0.0,0.0
48,0.6,0.6633249580710799,1.9,1.4456832294800959,16126366.0,31630.0,2163.0,961.0,481.0,13809.0,0.0,0.0
49,1.2,1.16619037896906,1.7,1.615549442140351,16235927.0,21062.0,1471.0,1088.0,15826.0,26074.0,0.0,0.0
50,18.0,47.38776213327656,29.3,70.47134169291796,16257438.0,6836.0,3770.0,372.0,2159.0,15968.0,0.0,0.0
51,0.6,0.6633249580710799,0.6,0.4898979485566357,16448616.0,6138.0,1343.0,253.0,129.0,13953.0,0.0,0.0
52,3.6,1.8547236990991407,4.5,5.084289527554465,16514160.0,693529.0,1234.0,3405.0,47.0,142436.0,0.0,0.0
53,0.2,0.4000000000000001,1.3,1.5524174696260025,16557241.0,415.0,286.0,19.0,1754.0,15469.0,0.0,0.0
54,0.0,0.0,0.1,0.30000000000000004,16561071.0,661.0,644.0,46.0,2639.0,10692.0,0.0,0.0
55,31.5,43.86855365748909,72.5,96.39527996743408,16576356.0,1228378.0,1047.0,7414.0,32236.0,47502.0,0.0,0.0
56,0.0,0.0,0.0,0.0,16629918.0,544754.0,43.0,3792.0,10947.0,313240.0,0.0,0.0
57,0.6,1.2,4.7,4.050925820105819,16649277.0,65004.0,153.0,623.0,977.0,22139.0,1.0,0.0
58,1.0,0.8944271909999159,3.2,1.5362291495737217,16808626.0,2619553.0,375.0,6000.0,277.0,92527.0,0.0,0.0
59,0.5,1.2041594578792296,3.6,8.487638069569178,16964446.0,6841.0,363.0,358.0,174.0,105730.0,0.0,0.0
60,7.9,14.306991297963386,12.6,24.75156560704797,17155094.0,7780.0,1033.0,264.0,5183.0,50324.0,1.0,2.0
61,0.4,0.6633249580710799,1.2,1.6613247725836149,17185954.0,179.0,210.0,16.0,17.0,1931.0,0.0,0.0
62,62.3,107.11680540419417,208.4,391.1256064233073,17191272.0,1093352.0,596.0,6078.0,18609.0,61123.0,1.0,2.0
63,1.1,1.8681541692269408,5.6,2.8000000000000003,17267346.0,968919.0,780.0,6033.0,29.0,13850.0,0.0,0.0
64,12.0,25.915246477701114,19.1,27.587859648765804,17309892.0,70660.0,4782.0,1749.0,11557.0,43049.0,1.0,1.0
65,0.0,0.0,1.0,1.4832396974191326,17311841.0,2849.0,693.0,239.0,3171.0,10690.0,0.0,0.0
66,1.9,1.6401219466856725,2.2,2.6758176320519307,17430298.0,20888.0,1231.0,785.0,3824.0,37265.0,0.0,0.0
67,3.6,2.8705400188814645,34.8,32.52937134344898,17591558.0,469988.0,179.0,917.0,567.0,3667.0,2.0,1.0
68,13.8,16.19135571840728,19.0,32.211799080461184,17676713.0,909851.0,1454.0,14814.0,606.0,325396.0,0.0,0.0
69,0.1,0.30000000000000004,1.5,2.247220505424423,17985040.0,678.0,1586.0,97.0,156.0,1623.0,0.0,0.0
70,0.0,0.0,0.4,0.6633249580710799,18135266.0,6120.0,706.0,129.0,449.0,30358.0,0.0,0.0
71,0.3,0.458257569495584,0.7,1.0049875621120892,18215816.0,8208.0,70.0,1371.0,5937.0,31266.0,0.0,0.0
72,0.9,1.044030650891055,7.3,11.225417586887357,18450562.0,20137.0,3550.0,398.0,134675.0,4665.0,0.0,0.0
73,1.1,1.57797338380595,3.2,2.7495454169735036,18627726.0,11858.0,1057.0,576.0,3623.0,56070.0,0.0,0.0
74,0.7,1.4866068747318502,2.9,4.988987873306568,19113547.0,7287.0,365.0,222.0,13871.0,139741.0,0.0,0.0
75,0.0,0.0,0.0,0.0,19236437.0,3235.0,3531.0,270.0,2381.0,44391.0,0.0,0.0
76,0.2,0.4000000000000001,1.1,1.1357816691600549,19291760.0,8906.0,390.0,811.0,2375.0,10209.0,0.0,0.0
77,10.6,10.081666528902847,58.0,60.46982718678796,19343904.0,1517838.0,79.0,8661.0,618.0,275279.0,1.0,0.0
78,0.4,0.6633249580710799,0.6,1.0198039027185568,19441035.0,1153.0,2001.0,7.0,21.0,1316.0,0.0,0.0
79,3.3,3.9255572852781033,8.0,9.316651759081694,19855330.0,5472.0,1965.0,49.0,17365.0,30714.0,0.0,1.0
80,11.1,6.1065538563088095,10.4,7.565712127751095,19923515.0,1601508.0,15520.0,17088.0,198.0,314955.0,1.0,1.0
81,0.9,1.044030650891055,2.9,1.757839583124695,19962333.0,27591.0,518.0,504.0,745.0,9901.0,0.0,0.0
82,2.7,2.6095976701399777,9.5,5.6964901474504455,19963431.0,1278828.0,3171.0,3791.0,6548.0,70908.0,1.0,0.0
83,14.6,12.924395537122807,30.5,19.510253714393357,20013148.0,1574802.0,1371.0,3718.0,1121.0,87850.0,0.0,0.0
84,5.8,9.589577675789483,6.2,9.693296652842108,20063063.0,37555.0,15.0,1326.0,1046.0,126172.0,0.0,0.0
85,1.4,1.2,3.0,1.2649110640673518,20448792.0,251563.0,6677.0,2051.0,1123.0,175255.0,0.0,0.0
86,13.5,26.32964109136317,28.4,39.9204208394651,20476746.0,10621.0,989.0,461.0,4859.0,19808.0,0.0,0.0
87,0.6,1.0198039027185568,1.4,1.3564659966250538,22122685.0,9298.0,619.0,283.0,581.0,40521.0,0.0,0.0
88,0.0,0.0,0.3,0.4582575694955841,22317044.0,557.0,650.0,19.0,6218.0,5983.0,0.0,0.0
89,0.3,0.458257569495584,0.8,1.1661903789690602,22478313.0,19768.0,1737.0,444.0,2687.0,65564.0,0.0,0.0
90,0.0,0.0,0.0,0.0,22513578.0,3023.0,3452.0,93.0,2801.0,24876.0,0.0,0.0
91,0.0,0.0,0.6,1.8,22546958.0,157.0,731.0,8.0,1753.0,18406.0,0.0,0.0
92,0.3,0.6403124237432848,6.1,5.146843692983108,22609965.0,13834.0,615.0,212.0,190731.0,67819.0,0.0,0.0
93,5.2,4.66476151587624,20.0,19.483326204732087,22628099.0,19793.0,19717.0,396.0,26451.0,28577.0,0.0,0.0
94,3.6,6.711184694225006,2.8,5.015974481593781,22935720.0,54626.0,4640.0,1646.0,405.0,70865.0,0.0,0.0
95,18.8,20.434284915308396,23.8,23.40427311411316,22954354.0,911543.0,303.0,5846.0,26.0,162760.0,1.0,1.0
96,132.5,109.18997206703554,925.9,793.8764954323815,23746926.0,1488489.0,149.0,11973.0,2160.0,3386.0,2.0,2.0
97,0.2,0.4000000000000001,0.0,0.0,25863878.0,9826.0,548.0,207.0,1149.0,16756.0,0.0,0.0
98,5.5,2.837252191822221,10.5,10.670051546267244,26729931.0,1079031.0,371.0,12785.0,793.0,181861.0,1.0,1.0
99,11.1,15.648961626893973,72.5,88.17170748034769,26759984.0,1045920.0,1755.0,7523.0,933.0,27842.0,0.0,0.0
100,2.4,2.374868417407584,5.1,4.3692104549906965,26970987.0,7190.0,1860.0,624.0,6337.0,43991.0,0.0,0.0
101,71.6,188.1245332220123,54.4,121.15461196339164,27038703.0,123823.0,562.0,2363.0,3395.0,148994.0,2.0,3.0
102,0.4,0.916515138991168,0.7,1.0049875621120892,27919737.0,44377.0,285.0,730.0,7819.0,107230.0,0.0,0.0
103,0.0,0.0,0.7,0.8999999999999999,28745402.0,894.0,2122.0,4.0,11162.0,9176.0,0.0,0.0
104,0.0,0.0,0.1,0.30000000000000004,28971742.0,5282.0,1572.0,117.0,4487.0,39800.0,0.0,0.0
105,2.8,3.2186953878862163,5.6,6.858571279792898,29977367.0,327320.0,133.0,2943.0,55.0,36348.0,1.0,1.0
106,6.0,9.685040010242599,23.5,29.035323314886647,30638897.0,51338.0,2229.0,948.0,11245.0,65555.0,0.0,0.0
107,0.2,0.4000000000000001,2.8,3.5156791662493885,30646869.0,8678.0,8027.0,53.0,21743.0,30895.0,0.0,0.0
108,1.1,3.2999999999999994,5.5,13.544371524733071,30890979.0,3700.0,622.0,34.0,97344.0,86998.0,0.0,0.0
109,19.5,40.14785174825672,18.3,32.25538714695577,31090827.0,1352636.0,51095.0,14082.0,2591.0,262335.0,0.0,1.0
110,15.8,45.08392174600608,45.8,93.60641003692,31389492.0,5271.0,1268.0,171.0,42061.0,59777.0,0.0,0.0
111,0.1,0.30000000000000004,0.7,0.7810249675906655,31430065.0,75481.0,23.0,1302.0,14996.0,137064.0,0.0,0.0
112,90.6,79.96149073147649,1357.8,1248.1318680331815,31451582.0,2976783.0,251.0,8391.0,215.0,3528.0,3.0,3.0
113,0.1,0.30000000000000004,2.0,1.6733200530681511,31453009.0,19956.0,501.0,25.0,22197.0,25814.0,0.0,0.0
114,3.3,3.8483762809787714,8.4,11.859173664298876,31731533.0,51507.0,892.0,986.0,3741.0,17607.0,0.0,0.0
115,0.6,0.7999999999999999,1.8,2.3579652245103198,32341641.0,52482.0,734.0,515.0,1657.0,24617.0,0.0,0.0
116,68.0,72.39336986216348,667.3,676.2644527106241,32342975.0,1262899.0,330.0,6209.0,4000.0,6438.0,3.0,2.0
117,0.1,0.30000000000000004,0.7,0.7810249675906655,32406749.0,724.0,290.0,56.0,2483.0,61124.0,0.0,0.0
118,3.3,2.4515301344262523,11.3,7.861933604400384,33398564.0,1688649.0,2906.0,4863.0,6966.0,166773.0,0.0,0.0
119,0.2,0.4000000000000001,1.1,1.1357816691600549,33468695.0,7940.0,1804.0,133.0,1549.0,7925.0,0.0,0.0
120,0.7,1.1874342087037917,1.7,1.4177446878757822,33862755.0,142654.0,777.0,1493.0,4814.0,127609.0,0.0,0.0
121,7.7,5.367494760127858,26.6,13.785499628232555,33906088.0,2681321.0,371.0,5536.0,70.0,58477.0,1.0,1.0
122,0.2,0.6000000000000001,1.5,2.9748949561287032,34231129.0,1523.0,188.0,75.0,2834.0,3765.0,0.0,0.0
123,3.7,5.848931526355903,5.9,12.152777460317454,34238668.0,173766.0,519.0,1711.0,130.0,57836.0,0.0,0.0
124,0.1,0.30000000000000004,8.5,13.793114224133722,34266199.0,13009.0,4695.0,131.0,83430.0,66492.0,0.0,0.0
125,2.9,3.448187929913333,10.2,9.357350052231668,34682958.0,67955.0,1322.0,1925.0,7778.0,14174.0,1.0,0.0
126,894.2,1483.6928118717835,3434.9,4410.495447225856,34949757.0,5923101.0,1154.0,12804.0,1913.0,5550.0,4.0,4.0
127,0.9,1.757839583124695,1.8,1.6,36155163.0,19279.0,898.0,2264.0,24394.0,89689.0,0.0,0.0
128,0.1,0.30000000000000004,0.1,0.30000000000000004,36192189.0,740.0,589.0,54.0,52918.0,104635.0,0.0,0.0
129,0.9,2.118962010041709,11.4,14.671059948074644,36633911.0,9014.0,728.0,40.0,32470.0,31813.0,0.0,0.0
130,191.8,513.5729354239766,468.4,1143.7394983124436,38381308.0,1229498.0,452.0,7687.0,2117.0,31585.0,0.0,0.0
131,3.0,1.1832159566199232,6.1,2.3,38402588.0,55960.0,697.0,306.0,0.0,138630.0,0.0,0.0
132,4.1,3.858756276314947,3.5,3.2634337744161432,38640768.0,353843.0,166.0,3393.0,38.0,216280.0,0.0,1.0
133,0.1,0.30000000000000004,2.0,3.492849839314596,38746036.0,9655.0,4545.0,155.0,125853.0,121722.0,0.0,0.0
134,1.3,1.6763054614240211,1.6,2.374868417407584,38968934.0,24442.0,1209.0,643.0,9826.0,18855.0,0.0,0.0
135,1.9,2.0223748416156684,3.9,1.7,39321874.0,1293427.0,687.0,7917.0,1954.0,230430.0,0.0,0.0
136,1.3,3.5791060336346563,6.7,17.1175348692503,39463440.0,7633.0,1125.0,167.0,7143.0,56191.0,0.0,0.0
137,1.8,1.2489995996796797,4.3,3.1638584039112745,39476406.0,53601.0,58.0,1583.0,832.0,16481.0,0.0,1.0
138,1.2,0.8717797887081347,2.0,2.449489742783178,40511349.0,5010.0,5452.0,137.0,32490.0,107697.0,0.0,0.0
139,0.7,0.7810249675906655,0.9,1.044030650891055,41169388.0,33482.0,1170.0,731.0,29.0,112797.0,0.0,0.0
140,205.6,190.7014420501324,1706.4,1004.6085008599119,41562632.0,1678306.0,722.0,8863.0,201.0,12032.0,2.0,2.0
141,9.5,9.233092656309692,18.3,19.708120153885808,41825913.0,6494.0,1198.0,232.0,3684.0,8189.0,0.0,0.0
142,0.0,0.0,6.2,6.982836100038438,41834556.0,9383.0,1156.0,234.0,366696.0,681877.0,1.0,0.0
143,0.1,0.30000000000000004,0.5,0.6708203932499369,42402745.0,710.0,1140.0,2.0,9774.0,6902.0,0.0,0.0
144,1635.5,1079.801301166099,6385.7,4127.061134754365,43152482.0,19418540.0,1827.0,31934.0,12452.0,28813.0,4.0,4.0
145,0.0,0.0,1.2,1.5362291495737217,43231965.0,138.0,232.0,0.0,11867.0,7781.0,0.0,0.0
146,0.0,0.0,0.2,0.4000000000000001,43585228.0,115.0,616.0,1.0,3295.0,794.0,0.0,0.0
147,12.1,15.436644713149295,11.8,12.671227249165726,43910684.0,1151772.0,782.0,10616.0,12.0,132694.0,0.0,0.0
148,7.6,16.088505213350313,35.2,65.79787230602523,46160410.0,30088.0,677.0,246.0,48294.0,25092.0,0.0,0.0
149,3.9,5.717516943569122,12.2,16.4730082255792,46182116.0,7953.0,317.0,20.0,20995.0,15192.0,0.0,0.0
150,350.1,102.08471971847695,2090.2,775.5965188163237,46452468.0,14244688.0,2753.0,16848.0,618.0,5711.0,3.0,3.0
151,1.4,0.6633249580710799,0.2,0.4000000000000001,47433812.0,6883.0,654.0,109.0,45.0,39996.0,0.0,0.0
152,0.1,0.30000000000000004,1.2,1.4696938456699071,48743146.0,894.0,838.0,15.0,16016.0,17608.0,0.0,0.0
153,6.3,6.708949247087803,11.0,8.67179335547152,49594201.0,7824.0,1580.0,342.0,2840.0,6264.0,0.0,0.0
154,0.8,1.2489995996796797,4.5,6.917369442208504,49673609.0,3965.0,2534.0,132.0,7022.0,19898.0,0.0,0.0
155,0.3,0.4582575694955841,0.4,0.8000000000000002,50969179.0,22428.0,415.0,644.0,9762.0,64284.0,0.0,0.0
156,0.1,0.30000000000000004,0.0,0.0,52545783.0,3419.0,3404.0,150.0,145.0,26201.0,0.0,0.0
157,5.6,10.58489489791939,40.8,76.9581704564239,52585854.0,996517.0,258.0,4472.0,1716.0,52552.0,2.0,2.0
158,0.2,0.4000000000000001,0.3,0.6403124237432848,53357162.0,122.0,141.0,3.0,33.0,9393.0,0.0,0.0
159,1.5,4.177319714841085,1.2,2.4,54357889.0,506.0,369.0,3.0,6781.0,16890.0,0.0,0.0
160,129.5,320.95521494439066,152.9,331.083207064327,54711948.0,2308718.0,276.0,3624.0,24576.0,31284.0,1.0,1.0
161,1.0,2.4083189157584592,0.2,0.4000000000000001,54824818.0,14669.0,277.0,277.0,1151.0,37871.0,0.0,0.0
162,1.9,3.2388269481403293,5.5,6.020797289396148,54875996.0,9031.0,1275.0,282.0,8099.0,23252.0,0.0,0.0
163,36.2,42.227479204896895,133.8,145.63708318968764,54955489.0,1551629.0,1828.0,2273.0,50136.0,149413.0,1.0,1.0
164,3.5,5.200961449578338,3.2,3.124099870362662,55269858.0,9980.0,4431.0,188.0,9406.0,161213.0,0.0,0.0
165,0.1,0.30000000000000004,0.2,0.6000000000000001,56001313.0,6470.0,7117.0,45.0,28919.0,112540.0,0.0,0.0
166,0.0,0.0,0.1,0.30000000000000004,56321648.0,18960.0,4966.0,336.0,453.0,336467.0,0.0,0.0
167,0.0,0.0,0.0,0.0,56585060.0,1165.0,55.0,59.0,0.0,219212.0,0.0,0.0
168,216.4,65.36390441214479,980.4,469.42373182445726,57099808.0,9963912.0,856.0,18352.0,24093.0,17207.0,2.0,3.0
169,0.0,0.0,0.1,0.30000000000000004,57605955.0,10328.0,10643.0,88.0,157.0,52909.0,0.0,0.0
170,3.0,8.35463942968217,10.4,22.227010595219497,57942546.0,10151.0,8407.0,165.0,34677.0,86940.0,0.0,0.0
171,0.8,1.7776388834631178,4.5,3.1701734968294715,58154137.0,8542.0,320.0,313.0,1890.0,5736.0,1.0,0.0
172,2.0,2.8284271247461903,2.1,2.5079872407968904,58449130.0,5076.0,456.0,159.0,2208.0,24989.0,0.0,0.0
173,1.1,1.044030650891055,1.1,1.1357816691600546,58451570.0,5276.0,575.0,153.0,4028.0,20389.0,0.0,0.0
174,2.4,2.65329983228432,3.6,2.973213749463701,58724547.0,46240.0,4422.0,2413.0,16064.0,17467.0,0.0,0.0
175,0.3,0.6403124237432848,1.8,2.3151673805580453,60948348.0,144.0,410.0,30.0,317.0,4192.0,0.0,0.0
176,0.1,0.30000000000000004,1.8,1.3266499161421599,61160453.0,7416.0,2748.0,537.0,1022.0,151410.0,0.0,0.0
177,0.5,0.9219544457292888,0.8,1.2489995996796797,61173354.0,10835.0,9240.0,644.0,2466.0,59906.0,0.0,0.0
178,1.6,2.6532998322843198,2.9,5.430469592954187,61307129.0,39901.0,387.0,1490.0,742.0,323825.0,0.0,0.0
179,6.9,10.624970588194586,20.9,23.77162173685253,61934676.0,12570.0,443.0,470.0,18945.0,28842.0,1.0,0.0
180,0.0,0.0,1.1,1.1357816691600549,62287498.0,404.0,1287.0,16.0,3571.0,32076.0,0.0,0.0
181,0.5,0.8062257748298549,2.8,3.0919249667480613,62306774.0,5745.0,1191.0,183.0,4918.0,74308.0,0.0,0.0
182,0.0,0.0,0.3,0.458257569495584,63284897.0,85217.0,67831.0,229.0,27930.0,37493.0,0.0,0.0
183,0.0,0.0,0.0,0.0,63665408.0,5.0,68.0,0.0,395.0,331.0,0.0,0.0
184,0.0,0.0,0.3,0.6403124237432848,64164879.0,1522.0,1368.0,408.0,37208.0,104913.0,0.0,0.0
185,4.9,3.7269290307168452,9.4,9.65608616365865,64353708.0,27411.0,5324.0,767.0,3121.0,14256.0,0.0,1.0
186,5.6,4.903060268852505,6.7,7.280796659706959,64975450.0,41458.0,25358.0,322.0,15562.0,55012.0,1.0,1.0
187,0.0,0.0,0.3,0.458257569495584,65339407.0,12174.0,7230.0,216.0,985.0,8855.0,0.0,0.0
188,0.1,0.30000000000000004,0.5,0.9219544457292888,65486301.0,42.0,86.0,0.0,253.0,2080.0,0.0,0.0
189,16.1,45.669355152005366,27.7,77.14927089739734,67165437.0,31303.0,3880.0,741.0,36991.0,134514.0,0.0,0.0
190,0.2,0.4000000000000001,0.4,0.4898979485566357,67293500.0,8073.0,578.0,100.0,4937.0,15489.0,0.0,0.0
191,2.3,4.8590122453025355,11.1,18.046883387443934,67348503.0,10250.0,3580.0,265.0,28647.0,103546.0,0.0,0.0
192,0.7,0.7810249675906655,1.3,2.282542442102665,67901488.0,6836.0,938.0,255.0,2599.0,19057.0,0.0,0.0
193,355.3,142.33976956564175,767.7,298.98897973002283,68740712.0,929079.0,6134.0,4315.0,4073.0,24224.0,3.0,3.0
194,85.6,110.01109035001879,246.6,219.372377477202,68818383.0,87103.0,188.0,170.0,8205.0,22788.0,2.0,2.0
195,379.6,321.354072636399,1249.1,893.7315536557942,69962890.0,2763747.0,521.0,13442.0,1031.0,117699.0,2.0,1.0
196,0.3,0.4582575694955841,0.5,0.6708203932499369,70109675.0,819.0,1019.0,13.0,465.0,31487.0,0.0,0.0
197,0.2,0.6000000000000001,0.9,1.1357816691600546,70214437.0,3922.0,1137.0,111.0,97.0,260621.0,0.0,0.0
198,0.0,0.0,1.1,1.4456832294800963,70417872.0,752.0,482.0,59.0,43079.0,217370.0,0.0,0.0
199,0.5,1.2041594578792296,0.6,1.4966629547095764,70590306.0,6558.0,5179.0,198.0,13396.0,77082.0,0.0,0.0
200,5.3,6.2136945531623935,10.1,7.854298186343576,70650192.0,20508.0,476.0,489.0,404.0,5892.0,0.0,0.0
201,4.7,8.706893820416099,6.2,9.03105752390051,70967375.0,26342.0,788.0,904.0,19913.0,24235.0,0.0,0.0
202,0.8,1.6000000000000003,6.0,10.059821071967434,71542755.0,17375.0,2254.0,400.0,184813.0,278283.0,0.0,0.0
203,0.1,0.30000000000000004,0.4,0.4898979485566357,71600136.0,7024.0,785.0,1457.0,21912.0,144612.0,0.0,0.0
204,0.6,1.0198039027185568,1.3,1.4866068747318506,71797218.0,1332.0,2420.0,163.0,1001.0,2841.0,0.0,0.0
205,0.0,0.0,1.2,1.2489995996796797,72082126.0,13293.0,2752.0,224.0,5983.0,200222.0,0.0,0.0
206,1.0,1.4832396974191326,1.5,1.118033988749895,72910198.0,3656.0,3879.0,27.0,740.0,53996.0,0.0,0.0
207,1.9,2.3430749027719964,6.0,7.443117626371357,73341746.0,8770.0,1108.0,410.0,13955.0,25310.0,0.0,1.0
208,3.7,2.4103941586387903,6.2,3.4292856398964497,73343420.0,7285.0,978.0,221.0,4450.0,21377.0,0.0,1.0
209,1.6,2.374868417407584,5.8,5.7758116312774614,73647214.0,1149.0,1762.0,14.0,14993.0,52885.0,0.0,0.0
210,317.2,674.7889744208926,375.7,573.8212352292306,73775491.0,55698.0,29147.0,253.0,23817.0,9847.0,0.0,0.0
211,0.1,0.30000000000000004,0.6,0.6633249580710799,73871886.0,142.0,255.0,1.0,9941.0,4002.0,0.0,0.0
212,0.9,0.3,0.1,0.30000000000000004,73913061.0,333.0,328.0,11.0,5279.0,54633.0,0.0,0.0
213,0.1,0.30000000000000004,1.6,2.90516780926679,73985360.0,7999.0,2545.0,172.0,2324.0,76522.0,2.0,3.0
214,3.0,1.0,4.0,2.23606797749979,74453123.0,996080.0,523.0,12512.0,355.0,415114.0,0.0,0.0
215,0.2,0.4000000000000001,4.7,5.797413216254298,74875655.0,5461.0,3005.0,85.0,16640.0,18597.0,0.0,0.0
216,34.5,77.41995866700006,287.1,576.5522439467218,74992460.0,2799080.0,1492.0,7856.0,2949.0,29113.0,1.0,0.0
217,0.1,0.30000000000000004,0.2,0.6000000000000001,75551734.0,483.0,502.0,8.0,899.0,10927.0,0.0,0.0
218,2079.6,3576.8092261120105,3405.4,5197.106160162596,76010207.0,1437408.0,88.0,7953.0,156.0,6496.0,1.0,0.0
